Control vs. Low dose						
WB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chrIV:9440470:9440620:F59B8.5:WBGene00195309	830,1327232	0,480960958	0,159350775	3,018253016	0,002542365	0,03645833
chrIV:14219870:14224439:sqrd-1:WBGene00008538	2817,524716	-0,415320011	0,137668917	-3,016803073	0,002554557	0,036602481
chrV:19099084:19101124:zhp-4:WBGene00012678	54,49233783	0,530404977	0,175876467	3,015781403	0,00256318	0,036695296
chrII:2150501:2162236:C40A11.8:WBGene00016551	87,90145965	-0,639891585	0,21221983	-3,015229932	0,002567845	0,036708396
chrI:14759177:14759412:F39B2.14:WBGene00219940	42,57050197	0,737684172	0,244657894	3,015166037	0,002568386	0,036708396
chrII:1956049:1958255:math-50:WBGene00022691	26,56010851	-0,721962526	0,239638242	-3,01271834	0,002589191	0,036974859
chrIII:7641033:7643101:upp-1:WBGene00022817	2140,768116	0,432239425	0,143509444	3,01192321	0,002595983	0,037019632
chrIII:3837537:3839477:cyp-25A3:WBGene00014697	370,890017	0,719460422	0,23889409	3,011629222	0,002598498	0,037019632
chrV:13624624:13625567:F53F4.10:WBGene00009992	11002,53974	0,585995559	0,194586318	3,011494159	0,002599654	0,037019632
chrIII:5446512:5448419:skpt-1:WBGene00018613	638,3868264	0,353478418	0,117382468	3,011339126	0,002600982	0,037019632
chrII:6972708:6973885:sod-1:WBGene00004930	5210,91084	0,497503618	0,165248185	3,010644973	0,002606935	0,037073515
chrV:12924440:12928173:pqn-67:WBGene00004150	589,7601506	-0,477181354	0,158584553	-3,009002745	0,002621067	0,037232245
chrIII:6374038:6374997:rps-13:WBGene00004482	21488,38538	0,612521761	0,203573875	3,008842665	0,002622449	0,037232245
chrII:5093213:5094214:C04G6.2:WBGene00015453	24,47810337	0,77665579	0,258149027	3,008555943	0,002624925	0,037236494
chrIII:1401939:1403460:pals-19:WBGene00044761	346,9829686	-0,373430032	0,124160166	-3,007647642	0,002632782	0,037317013
chrII:15076933:15079475:Y53F4B.19:WBGene00013165	12,80588984	-0,915226238	0,304415495	-3,006503459	0,00264271	0,037426731
chrIII:12250462:12250572:Y75B8A.49:WBGene00197620	12,84008549	0,950321488	0,316145188	3,005965375	0,002647391	0,037445021
chrII:3369173:3370111:Y49F6C.8:WBGene00021730	368,1784267	0,709817594	0,236145231	3,005851913	0,002648379	0,037445021
chrV:4687108:4688028:taf-10:WBGene00006392	1625,636251	0,31316161	0,104197311	3,00546729	0,002651731	0,037461451
chrIII:10615465:10617897:mrpl-22:WBGene00012645	1401,503464	0,353736054	0,117721398	3,004857741	0,002657051	0,037504586
chrX:12652590:12653520:lep-5:WBGene00010424	62,76573246	0,766748044	0,255207311	3,004412533	0,002660943	0,037504586
chrIV:7789846:7791229:rsp-6:WBGene00004703	15916,73319	0,465229403	0,154871967	3,003961351	0,002664892	0,037504586
chrI:3015741:3021535:Y54E10BR.4:WBGene00021843	4804,451061	0,410764339	0,136749172	3,003779348	0,002666486	0,037504586
chrII:12448540:12449951:srh-27:WBGene00005250	24,92410236	-0,652212453	0,217166038	-3,00328937	0,002670784	0,037504586
chrV:13565862:13566970:slrp-1:WBGene00008224	1471,435525	0,418379944	0,139314371	3,003135582	0,002672134	0,037504586
chrIV:9338586:9339305:T20D3.6:WBGene00011859	1398,336054	0,546237802	0,181905195	3,002870825	0,002674459	0,037504586
chrI:9020944:9025606:tax-2:WBGene00006525	129,5682985	-0,634488826	0,211294365	-3,00286676	0,002674495	0,037504586
chrII:6476958:6478073:T28D9.4:WBGene00020896	958,2750311	0,472754431	0,157443953	3,002683943	0,002676102	0,037504586
chrI:6530130:6531963:nuo-2:WBGene00020417	4943,144072	0,467132071	0,155575073	3,002615159	0,002676707	0,037504586
chrV:7028328:7036570:twk-11:WBGene00006666	1819,108404	-0,912257023	0,303892115	-3,001910808	0,002682908	0,037560708
chrIV:5021125:5025746:C09B9.85:WBGene00220250	64,29614913	0,426988969	0,142289538	3,000845839	0,002692308	0,037661497
chrIII:12819462:12825651:Y37D8A.2:WBGene00012544	1476,868154	0,255067291	0,085017097	3,000188191	0,002698128	0,03769156
chrIII:5705562:5706127:rpl-23:WBGene00004435	57734,44911	0,701822012	0,233932467	3,0001052	0,002698864	0,03769156
chrIII:13639892:13641688:acbp-5:WBGene00011731	941,82793	0,326937378	0,108988778	2,999734311	0,002702152	0,037706702
chrIII:12367470:12368166:his-72:WBGene00001946	29798,16866	0,348968489	0,116356481	2,999132365	0,002707497	0,03775049
chrX:15433786:15434972:flp-32:WBGene00010982	245,785635	0,73960857	0,246634062	2,998809502	0,002710367	0,03775974
chrX:7661890:7664919:dhs-29:WBGene00000992	2210,621075	0,310461551	0,103555911	2,998008982	0,002717497	0,037828261
chrII:4772834:4773991:F26G1.9:WBGene00044662	343,2920255	0,610872245	0,203823552	2,997064077	0,002725934	0,037914862
chrV:1601037:1604081:F16B4.2:WBGene00017504	84,15775996	0,656222367	0,21901028	2,996308511	0,002732698	0,037952372
chrIV:1423094:1425062:Y77E11A.8:WBGene00022311	24,01577341	-0,75868783	0,253228204	-2,996063705	0,002734893	0,037952372
chrI:5760895:5762435:oxy-5:WBGene00045483	1508,486128	0,464959726	0,155200322	2,995868316	0,002736646	0,037952372
chrI:4771347:4773705:M04F3.4:WBGene00019770	2406,529256	0,513131374	0,171285152	2,995772646	0,002737505	0,037952372
chrV:8615622:8615756:F41E6.18:WBGene00219944	279,885839	-0,671356111	0,224178703	-2,994736351	0,002746822	0,038050707
chrIII:911260:912243:bra-2:WBGene00017757	3441,455799	0,373837934	0,124861381	2,994023698	0,002753246	0,038108839
chrIII:1349751:1350836:Y82E9BL.3:WBGene00022320	88,9975608	0,640259869	0,213867493	2,993722241	0,002755967	0,038115672
chrX:5406561:5414350:C41A3.2:WBGene00016559	109,7960804	-0,920306715	0,30757292	-2,992157807	0,00277013	0,038280605
chrIV:17429636:17431968:lact-6:WBGene00007358	27,74191643	1,037055923	0,346671036	2,991469765	0,00277638	0,038336008
chrI:4897619:4901005:unc-38:WBGene00006774	631,3424844	-0,315832687	0,105620436	-2,990261144	0,00278739	0,038386761
chrX:5401418:5406443:C03F11.4:WBGene00015390	108,8632224	-0,877476024	0,293465119	-2,990052202	0,002789298	0,038386761
chrIII:12327666:12332274:zip-12:WBGene00013560	1332,64749	-0,51042377	0,170717374	-2,989875939	0,002790908	0,038386761
chrX:2026641:2031010:Y102A11A.2:WBGene00022412	883,3080627	-0,437884761	0,14646436	-2,989701802	0,002792499	0,038386761
chrI:8808962:8811647:twk-30:WBGene00006682	314,6473419	-0,392042048	0,131148258	-2,989304273	0,002796135	0,038386761
chrIV:8738086:8739101:F21D5.4:WBGene00009009	740,482242	-0,518806668	0,173555661	-2,989281162	0,002796347	0,038386761
chrV:6583:7822:ife-3:WBGene00002061	2499,719648	0,369352195	0,12356186	2,989208776	0,002797009	0,038386761
chrI:9373370:9375824:F16A11.5:WBGene00023472	179,0598395	-0,348283063	0,116518205	-2,989087096	0,002798124	0,038386761
chrX:13406673:13409704:cyp-13B1:WBGene00008519	1319,130467	0,440820932	0,14748823	2,988854983	0,00280025	0,038386761
chrII:9739225:9742884:pno-1:WBGene00013144	5296,620627	0,32742036	0,109571394	2,988191978	0,002806332	0,038439336
chrIII:4020036:4021879:snpc-3.4:WBGene00011367	988,0832263	0,262819133	0,087961174	2,987899344	0,002809021	0,038445378
chrIII:5368966:5371274:szy-2:WBGene00021312	1680,212449	0,187658545	0,062825242	2,986992775	0,002817364	0,038525281
chrI:8509040:8511315:sec-12:WBGene00010496	1863,457948	0,218896181	0,07328845	2,986775976	0,002819362	0,038525281
chrI:4770291:4771358:rpa-2:WBGene00019767	11752,78702	0,388093619	0,129974297	2,9859259	0,002827211	0,038599378
chrX:14076236:14078674:C33G3.5:WBGene00007905	24,80125398	-1,021645255	0,342179435	-2,98570034	0,002829297	0,038599378
chrV:8183683:8185874:srp-8:WBGene00005649	51,50129803	-0,614569229	0,205855894	-2,985434213	0,00283176	0,038602197
chrV:7059697:7060358:Y57E12AL.6:WBGene00021959	2665,92349	0,613057374	0,205434073	2,984204933	0,002843163	0,038722943
chrI:2312495:2313008:tbca-1:WBGene00021475	1130,471694	0,556315989	0,186444153	2,983821054	0,002846732	0,038722943
chrI:2727013:2727544:snr-7:WBGene00004920	5369,495518	0,652553525	0,218702838	2,983745115	0,002847439	0,038722943
chrX:7959449:7961723:sem-5:WBGene00004774	2457,340036	0,309118269	0,103609093	2,983505217	0,002849672	0,038722943
chrI:534454:535344:psf-3:WBGene00022043	1171,945882	0,541141272	0,181396744	2,983191763	0,002852592	0,038731861
chrIV:9921937:9928225:dur-1:WBGene00001113	2242,951189	-0,6366226	0,213469041	-2,98227132	0,002861183	0,038817701
chrI:12591115:12592351:F33E2.5:WBGene00009361	7144,138385	0,2773758	0,093025519	2,981717298	0,002866365	0,038832884
chrIV:14796420:14797544:nuo-3:WBGene00013308	5724,606976	0,503798844	0,16896553	2,981666404	0,002866842	0,038832884
chrIV:7498054:7501437:F55G1.15:WBGene00018907	178,1902452	-0,396886374	0,133127724	-2,981245101	0,002870789	0,038855587
chrIV:14796420:14797490:Y57G11C.1147:WBGene00303007	5723,797634	0,50367999	0,16896345	2,980999677	0,002873091	0,038856
chrX:702970:714498:irk-2:WBGene00002150	215,5104489	-0,308086447	0,103373996	-2,980308954	0,002879578	0,03891297
chrI:5196077:5200102:pde-5:WBGene00016328	223,3468363	-0,678516915	0,22774493	-2,979284397	0,002889225	0,038947612
chrV:9131065:9131650:F21C10.19:WBGene00271808	11,25782606	1,214456495	0,40763647	2,979263597	0,002889421	0,038947612
chrIII:7384032:7386132:tbp-1:WBGene00006542	1771,720475	0,306351991	0,102839565	2,978931233	0,002892557	0,038947612
chrX:2890611:2891491:B0410.3:WBGene00015172	908,1148381	0,440162067	0,147768026	2,978736873	0,002894392	0,038947612
chrII:6720172:6729390:T14B4.8:WBGene00020502	819,1731232	-0,226223847	0,075950801	-2,978557761	0,002896084	0,038947612
chrIV:4294876:4295689:F15E6.3:WBGene00017484	182,4914756	0,649290126	0,218000161	2,978392866	0,002897643	0,038947612
chrI:4168983:4171589:egg-5:WBGene00020035	525,3905563	0,457464519	0,153596788	2,978346921	0,002898078	0,038947612
chrI:7117807:7121545:glr-3:WBGene00001614	31,26291619	-0,817751785	0,27468025	-2,977104418	0,002909849	0,039005401
chrIV:9506935:9508789:ethe-1:WBGene00007886	761,3255831	-0,409576112	0,137576615	-2,97707653	0,002910114	0,039005401
chrIV:15524091:15528528:ari-1.4:WBGene00013538	4353,554737	0,31540414	0,105946665	2,977008679	0,002910758	0,039005401
chrV:12213326:12225938:vab-8:WBGene00006874	2730,391801	-0,76801852	0,25799005	-2,976930777	0,002911497	0,039005401
chrIV:9146333:9146880:rpb-12:WBGene00009078	1603,107261	0,675647907	0,227094081	2,97518942	0,002928077	0,039196822
chrIII:5694035:5694784:B0336.13:WBGene00015150	1604,31646	0,533020393	0,179180484	2,974768134	0,002932101	0,03922
chrII:13824616:13825294:his-25:WBGene00001899	90,23059739	0,55538932	0,18672048	2,974442437	0,002935215	0,039222929
chrIII:8237994:8239423:tsp-1:WBGene00006627	127,2853165	0,692004124	0,232663844	2,974265845	0,002936905	0,039222929
chrX:10789610:10792535:vap-2:WBGene00011462	203,2345085	-0,538464203	0,181074569	-2,973715235	0,00294218	0,039262724
chrX:1489671:1494356:F09E10.5:WBGene00017295	46,52754142	-0,664212267	0,223421886	-2,972906008	0,002949948	0,039335702
chrIII:11921691:11923825:Y56A3A.22:WBGene00013239	1699,840521	0,461025605	0,155124777	2,971966264	0,002958992	0,039398991
chrX:10691942:10695100:yap-1:WBGene00008748	1098,324247	-0,702759029	0,236481115	-2,971734251	0,002961229	0,039398991
chrX:2872740:2879579:F53B3.5:WBGene00018743	16120,58496	0,366087962	0,123192063	2,971684648	0,002961707	0,039398991
chrII:11698316:11700300:inos-1:WBGene00012148	14365,16375	0,425593442	0,143227203	2,971456779	0,002963906	0,039398991
chrI:9988340:9988826:his-67:WBGene00001941	301,8406137	0,67156651	0,226169668	2,969304041	0,002984751	0,03961647
chrV:6506751:6508803:ubh-3:WBGene00006723	1688,747344	0,344319955	0,115960407	2,969288954	0,002984898	0,03961647
chrI:7641882:7642947:ncbp-2:WBGene00009141	5100,481323	0,464596208	0,15649595	2,968742691	0,002990209	0,039656194
chrI:506476:509056:deps-1:WBGene00022034	1298,341638	0,416625196	0,140377999	2,967881001	0,002998604	0,039736729
chrII:6994986:7010624:unc-104:WBGene00006831	2061,230359	-0,792336546	0,26700123	-2,96753894	0,003001943	0,03975018
chrIII:8488338:8490347:ess-2:WBGene00018371	1540,319914	0,24323767	0,081980169	2,967030614	0,00300691	0,039785166
chrIV:5089615:5091043:snpn-1:WBGene00015327	1169,873773	0,363878653	0,122670472	2,96631003	0,003013965	0,039847691
chrV:14012332:14013644:aip-1:WBGene00000097	1016,053976	0,387188598	0,130562693	2,965537778	0,003021542	0,039917024
chrI:7729183:7729878:F27D4.8:WBGene00077543	173,1794661	0,705914789	0,23805903	2,965293053	0,003023947	0,03991797
chrII:8770974:8782020:let-19:WBGene00002295	5124,958911	-1,082841088	0,365294963	-2,964292415	0,003033799	0,040016878
chrII:1074709:1075524:K02E7.11:WBGene00019315	25,28276075	0,957667338	0,323116393	2,963846337	0,0030382	0,040016878
chrV:11317212:11321816:F47G9.4:WBGene00009831	632,4740064	-0,619738825	0,209116397	-2,963607025	0,003040563	0,040016878
chrII:11696170:11705371:xpf-1:WBGene00008140	15170,97056	0,399584138	0,134831412	2,963583428	0,003040796	0,040016878
chrI:7317645:7318337:F52A8.1:WBGene00009915	8759,037193	0,537610565	0,181459987	2,962694818	0,003049588	0,040065883
chrV:11573439:11577931:nhr-68:WBGene00003658	2502,674727	0,54138322	0,182745534	2,962497674	0,003051541	0,040065883
chrV:8383921:8384871:F52E1.14:WBGene00044696	153,8158187	0,651838661	0,220030136	2,962497203	0,003051546	0,040065883
chrIII:9559823:9561258:C48B4.8:WBGene00008171	88,36583949	0,566556231	0,191260082	2,962229361	0,003054202	0,040070003
chrIV:8993085:9000776:mltn-12:WBGene00008277	456,8304545	-0,537282018	0,181421839	-2,961506843	0,003061377	0,040133361
chrIII:3771424:3773326:lec-4:WBGene00002267	455,0365007	0,608708989	0,205591425	2,960770313	0,003068707	0,040158366
chrV:449914:450437:M02H5.8:WBGene00019744	119,7988787	0,919911332	0,310743437	2,960356434	0,003072833	0,040158366
chrV:6931474:6934312:lipl-6:WBGene00021963	461,87345	-0,539965478	0,182407663	-2,960212683	0,003074267	0,040158366
chrII:9466901:9468611:chil-23:WBGene00011167	93,04581532	-0,584727451	0,197530227	-2,960192264	0,003074471	0,040158366
chrIV:8332825:8333560:lys-10:WBGene00003099	13,91881204	0,896772102	0,302949509	2,960137165	0,003075021	0,040158366
chrIV:11246450:11248085:C05C12.4:WBGene00007336	611,4974369	-0,492447842	0,166423915	-2,958996852	0,003086423	0,040260625
chrIV:6415477:6417460:exos-2:WBGene00022232	1082,420526	0,272292214	0,092028947	2,958767042	0,003088725	0,040260625
chrV:18874132:18876169:ceh-51:WBGene00013583	587,9102729	0,461832696	0,15609582	2,958648708	0,003089911	0,040260625
chrIV:7714163:7718009:F33D4.6:WBGene00017998	7021,443489	-0,852709909	0,288255252	-2,958176493	0,003094649	0,040282239
chrV:8358202:8359163:mpdu-1:WBGene00018181	2196,936709	0,510810942	0,172698967	2,957811221	0,003098318	0,040282239
chrIV:7447855:7449169:B0496.2:WBGene00015211	35,61669801	-0,644616302	0,217939246	-2,957779814	0,003098634	0,040282239
chrI:10046441:10048028:nubp-1:WBGene00008664	4532,104237	0,474723155	0,160528237	2,957256395	0,003103899	0,040288784
chrIII:4705506:4706951:pgap-2:WBGene00007045	1057,419002	0,488428817	0,165171542	2,957100303	0,003105471	0,040288784
chrV:13588201:13588506:F53F4.17:WBGene00045195	15,57690286	1,073956374	0,363228679	2,956694876	0,003109557	0,040288784
chrIII:13617103:13621441:T12D8.9:WBGene00011736	2392,266481	-0,849427255	0,287292287	-2,956665711	0,003109851	0,040288784
chrX:5788095:5790345:F46G11.2:WBGene00018515	307,8066652	-0,264949317	0,089614036	-2,956560488	0,003110912	0,040288784
chrIII:2433549:2435227:W04B5.6:WBGene00021023	40,47294727	-0,504472963	0,170710001	-2,955145915	0,003125212	0,040443364
chrIV:8614994:8616023:cyp-33E3:WBGene00018333	14,73524858	-0,954086901	0,322891043	-2,954826166	0,003128453	0,0404547
chrI:8398917:8400511:nepr-1:WBGene00011828	2289,926282	0,511248525	0,173067618	2,954039191	0,003136442	0,040518341
chrV:20816569:20820330:T03D8.6:WBGene00011393	4650,044957	-0,224398969	0,075967659	-2,953874995	0,003138111	0,040518341
chrV:7215009:7219088:C13F10.5:WBGene00015744	1468,22875	0,438694732	0,14854708	2,953237001	0,003144604	0,040571562
chrIV:12704110:12706757:C27D8.4:WBGene00007780	473,4666462	0,372008582	0,125984533	2,952811519	0,003148942	0,040596906
chrIII:6632836:6651025:pdfr-1:WBGene00015735	616,6236343	-0,521581285	0,176677603	-2,952164146	0,003155551	0,040651485
chrIII:9615305:9616470:hcp-3:WBGene00001831	3004,058711	0,358230831	0,121362216	2,95174927	0,003159794	0,040675511
chrX:1681751:1681886:C36C9.10:WBGene00219849	23,62639377	1,04812764	0,355197341	2,950831888	0,003169194	0,040765837
chrII:3877352:3877974:sdz-7:WBGene00016779	223,1758583	0,681952783	0,231199247	2,949632375	0,003181522	0,040893679
chrX:9895143:9897082:F21G4.3:WBGene00009024	75,59026843	-0,464925491	0,157702089	-2,948125124	0,003197076	0,041062749
chrX:6674868:6679848:F38B6.4:WBGene00018174	297,4012137	-0,722888439	0,2452691	-2,947327807	0,003205332	0,041137314
chrIII:4164272:4166845:rnf-5:WBGene00004381	2144,668733	0,452618715	0,153581033	2,947100343	0,003207691	0,041137314
chrIII:13153816:13160284:abce-1:WBGene00012714	5220,299963	0,282246838	0,095781913	2,946765506	0,003211166	0,041151034
chrI:15053010:15053670:psf-2:WBGene00009287	1727,112424	0,562304162	0,190867885	2,946038619	0,003218722	0,041216989
chrIII:4499186:4508114:cct-5:WBGene00000380	19761,90523	0,335955823	0,114050259	2,94568224	0,003222433	0,04123364
chrV:7981544:7982674:F26D11.1:WBGene00017818	319,0269611	0,568187436	0,19291502	2,945273193	0,003226696	0,041257338
chrIII:9348293:9348424:K04H4.11:WBGene00197374	20,73442896	-0,773382109	0,262626592	-2,944797419	0,003231662	0,04128997
chrIII:10649518:10650908:Y39A1A.14:WBGene00012652	2010,902926	0,451520562	0,15334677	2,944441298	0,003235383	0,041303703
chrI:6499536:6501410:C55B7.3:WBGene00016942	221,6280389	1,554208723	0,527911503	2,944070578	0,003239261	0,041303703
chrII:7399011:7400561:C07D10.1:WBGene00015566	596,5616185	-0,295117375	0,100250571	-2,943797465	0,003242121	0,041303703
chrI:5138254:5139382:tyms-1:WBGene00022455	3051,343183	0,341459017	0,115996705	2,943695836	0,003243186	0,041303703
chrV:10950893:10953472:F17C11.4:WBGene00008915	691,5021668	0,484791187	0,164701465	2,943454	0,003245721	0,041303703
chrV:13839732:13840491:F55B12.10:WBGene00077439	16,80980606	0,860953152	0,292526953	2,943158373	0,003248822	0,041303703
chrI:3755142:3759039:inx-12:WBGene00002134	9502,96469	0,410605869	0,139515667	2,943080724	0,003249637	0,041303703
chrII:2889104:2894395:sqv-2:WBGene00005020	521,4645545	0,299538381	0,101788315	2,942758043	0,003253026	0,041312029
chrI:9408340:9410094:C17E4.1:WBGene00007641	237,1594994	-0,640032267	0,217508755	-2,942558643	0,003255121	0,041312029
chrII:6252718:6256124:F13H8.5:WBGene00017438	2254,439777	-0,607605098	0,206519652	-2,942117571	0,003259761	0,041327285
chrX:6505979:6509956:glr-8:WBGene00001619	135,3770394	-0,365093618	0,124097706	-2,941985239	0,003261155	0,041327285
chrI:2418435:2420353:F23C8.5:WBGene00017734	9615,861072	0,488415204	0,166046863	2,941429878	0,003267008	0,041370817
chrIII:909976:910925:F23H11.5:WBGene00000263	10110,51121	0,652159434	0,221750834	2,940955948	0,003272011	0,041403519
chrIV:13543400:13548230:F52G2.3:WBGene00009943	96,86546043	-0,736035961	0,250315545	-2,940432483	0,003277544	0,041442887
chrI:4986953:4989454:cil-7:WBGene00021017	105,7651947	-0,779912592	0,26529656	-2,939776494	0,003284491	0,041458497
chrI:7596506:7602208:wdr-23:WBGene00008419	4106,274295	-0,449220355	0,152813148	-2,939670834	0,003285611	0,041458497
chrX:9262026:9264331:F18G5.6:WBGene00017582	608,7844627	0,445885629	0,151680891	2,939629546	0,003286049	0,041458497
chrII:2187148:2189457:mtq-2:WBGene00016341	432,6422344	0,569756158	0,193882491	2,938667413	0,003296266	0,041530563
chrX:14268080:14277080:del-1:WBGene00000952	168,1919653	-0,321455767	0,109389503	-2,938634498	0,003296616	0,041530563
chrI:14737701:14738796:K05C4.7:WBGene00010583	3719,176986	0,327457403	0,111452172	2,938097985	0,003302326	0,04157189
chrIV:6846064:6859370:R13H7.2:WBGene00020069	209,8657725	-0,50971651	0,173550529	-2,936991961	0,003314127	0,0416811
chrI:5514650:5516025:F59A3.12:WBGene00185086	318,8048385	0,388921116	0,132435878	2,936674868	0,003317517	0,0416811
chrX:2381580:2382335:F47G3.4:WBGene00194641	30,78792433	0,861180771	0,293257701	2,936600703	0,003318311	0,0416811
chrIV:10908127:10909306:ZK596.2:WBGene00014007	12,32364662	1,041354074	0,354712773	2,935767062	0,003327241	0,04174312
chrV:17747965:17749243:R12G8.1:WBGene00011254	37,17866728	0,801159825	0,272922955	2,935479809	0,003330323	0,04174312
chrI:9585416:9587209:dut-1:WBGene00010609	5527,668922	0,391304344	0,133302702	2,935456961	0,003330568	0,04174312
chrV:14416114:14417798:nxf-2:WBGene00003835	415,5973875	0,368269668	0,125486956	2,934724692	0,003338437	0,041783462
chrII:9768356:9769847:aqp-10:WBGene00000178	5047,086722	0,469433621	0,159961425	2,934667667	0,003339051	0,041783462
chrIII:11920734:11921590:trap-4:WBGene00013238	11019,34484	0,355951221	0,121299755	2,934476002	0,003341114	0,041783462
chrII:10738634:10778126:mpz-1:WBGene00003404	2142,705128	-0,873184499	0,297614228	-2,93394743	0,003346809	0,04182411
chrI:10432629:10432761:Y106G6H.17:WBGene00199005	14,03202859	1,009613034	0,344278206	2,932549943	0,003361908	0,041967577
chrV:10087479:10088998:R04B5.5:WBGene00011003	773,9222428	0,232566945	0,079316345	2,93214399	0,003366306	0,041967577
chrI:13512312:13514290:Y87G2A.18:WBGene00013604	597,4948908	0,464321691	0,15836456	2,931979791	0,003368087	0,041967577
chrII:7252231:7253222:lsm-4:WBGene00003078	3699,255699	0,54021433	0,184249082	2,931978409	0,003368102	0,041967577
chrII:328563:332513:cbn-1:WBGene00019285	3144,528105	-0,254588892	0,086936032	-2,928462285	0,003406432	0,042404701
chrII:10301162:10301888:mdt-22:WBGene00007022	1033,041017	0,540455879	0,184562614	2,928306381	0,00340814	0,042404701
chrV:7175500:7178794:lgc-39:WBGene00017314	528,7365178	-0,435015824	0,148735581	-2,924759637	0,003447224	0,042859814
chrIII:13299377:13302762:Y43F4B.5:WBGene00012803	5986,800469	0,165954605	0,056748196	2,924403176	0,003451174	0,04287777
chrI:10924239:10925753:cpn-4:WBGene00000780	712,531797	0,679256657	0,232385358	2,92297528	0,00346704	0,043043634
chrX:9610562:9617045:C11E4.6:WBGene00007520	2467,191236	-0,682990796	0,233690162	-2,922633931	0,003470843	0,043059597
chrIII:7138645:7144897:glr-2:WBGene00001613	258,5925803	-0,799150945	0,273476696	-2,922190288	0,003475791	0,043089735
chrII:11323050:11329429:tag-180:WBGene00007041	952,7387512	-0,505283307	0,172943541	-2,921666251	0,003481644	0,04313104
chrII:8744076:8747234:mak-1:WBGene00010681	4617,810983	0,307414707	0,105240717	2,921062452	0,003488399	0,043183451
chrX:7153888:7156035:C54D1.7:WBGene00016914	88,76106359	0,477870152	0,163656763	2,919953586	0,003500835	0,043211077
chrV:14878235:14878511:nspa-5:WBGene00013887	7,294723025	1,449099633	0,496282391	2,919909426	0,003501331	0,043211077
chrII:9294028:9295818:C01G6.9:WBGene00007229	1747,321946	-0,499660917	0,171158269	-2,919291718	0,003508277	0,043211077
chrIV:11735324:11742305:K01A6.6:WBGene00010448	227,2619682	0,618863283	0,212006045	2,919083196	0,003510625	0,043211077
chrV:5538799:5545789:cft-1:WBGene00000477	318,9053508	-0,607495433	0,208116978	-2,919009484	0,003511455	0,043211077
chrIV:9320121:9321089:F49C12.12:WBGene00009881	8015,183257	0,589389114	0,201918606	2,918944061	0,003512192	0,043211077
chrIII:3922206:3923873:nit-1:WBGene00014206	4172,082856	-0,500162881	0,171353485	-2,918895292	0,003512742	0,043211077
chrI:2890445:2891275:Y71F9AL.6:WBGene00022111	716,1880378	0,539767521	0,184924761	2,918849359	0,00351326	0,043211077
chrIII:4965570:4979729:nca-2:WBGene00003558	361,1941748	-0,632899444	0,216832508	-2,918840211	0,003513363	0,043211077
chrII:1787216:1788187:C08F1.6:WBGene00015610	2841,191135	0,464107415	0,159084308	2,91736766	0,003529994	0,043384439
chrV:7981546:7981966:F26D11.20:WBGene00302988	204,0061145	0,682747331	0,234069499	2,916857325	0,003535775	0,043424288
chrV:19402175:19402955:C25F9.12:WBGene00045412	78,58774058	0,765561034	0,26248899	2,916545318	0,003539313	0,043436562
chrV:11362444:11366221:dop-5:WBGene00011382	322,7471265	-0,437654954	0,150080599	-2,916132782	0,003543996	0,04346286
chrIV:1207254:1208102:dsl-1:WBGene00001103	1088,450346	0,589298054	0,202180352	2,914714747	0,003560138	0,043618056
chrIII:12223715:12225331:gmn-1:WBGene00013552	6262,543833	0,467967765	0,160561324	2,914573412	0,00356175	0,043618056
chrV:2052227:2053609:comt-5:WBGene00021492	235,3514992	0,748121284	0,256746928	2,913847071	0,003570047	0,043688392
chrIV:7349280:7365111:Y40C5A.4:WBGene00021497	901,4988005	0,234539977	0,080500044	2,9135385	0,003573578	0,043700334
chrIV:9082360:9087576:twk-8:WBGene00006663	1029,164095	-0,66619795	0,228751101	-2,91232674	0,003587472	0,043838903
chrIII:5308601:5311136:mog-3:WBGene00003391	5563,209479	-0,526616267	0,18091072	-2,910917983	0,003603686	0,04395716
chrII:10199809:10200823:arv-1:WBGene00011040	801,4344647	0,386034147	0,132622523	2,910773663	0,003605351	0,04395716
chrI:11909365:11910104:rbm-3.1:WBGene00011155	6920,264852	0,690281752	0,237172091	2,910467879	0,003608881	0,04395716
chrII:10188262:10189469:cdc-25.4:WBGene00000389	25,14422668	-0,807670766	0,277505712	-2,910465377	0,003608909	0,04395716
chrII:7425938:7434282:kcc-3:WBGene00019289	584,2384137	-0,598854443	0,205765649	-2,91037132	0,003609996	0,04395716
chrIV:9337041:9338567:T20D3.5:WBGene00011858	769,3656962	0,262568556	0,09023709	2,909763112	0,003617028	0,044011461
chrX:10233738:10236944:zipt-13:WBGene00007591	2355,694535	0,531799855	0,182823994	2,908807768	0,003628099	0,044109585
chrIV:4810933:4811983:eif-1.A:WBGene00019162	14218,54753	0,395567549	0,135998241	2,908622543	0,003630249	0,044109585
chrIV:9707146:9707764:dph-3:WBGene00010484	1199,681293	0,692965953	0,238331141	2,907576201	0,003642416	0,044226012
chrX:9293663:9296622:gly-13:WBGene00001638	1149,440307	-0,213468222	0,073447738	-2,906396157	0,003656182	0,04433497
chrV:946727:949860:Y50D4C.6:WBGene00021750	263,3213889	0,369013969	0,1269809	2,906058859	0,003660126	0,04433497
chrV:7587995:7594742:C50E3.5:WBGene00016816	751,448945	-0,274553178	0,094484223	-2,905809769	0,003663041	0,04433497
